id,original_comment,stemmed_comment,toxicity_score,severity_level,category,is_cyberbullying,sample_weight
188,"Padahal cuma tukar jungler rrq, tapi gameplay nya langsung beda rrq, emang pengalaman ga bisa bohong",padahal cuma tukar jungler rrq gameplay langsung beda rrq memang alam bisa bohong,0,safe,non-cyberbullying,0,0.5290237467018469
189,Ini yang katanya evos is back wkwkwkwwk 😂😂 ayam gini eits,yang kata evos is back wkwkwkwwk ayam gin eits,0,safe,non-cyberbullying,0,0.5290237467018469
190,"di FB koar"" Rendy katanya di atas Lutpi mana ni🗿 katanya rrq mau di 2:0 sama Rendy",fb koar rendy kata atas lutpi mana ni kata rrq mau sama rendy,0,safe,non-cyberbullying,0,0.5290237467018469
191,Emwang nya mana,memang mana,0,safe,non-cyberbullying,0,0.5290237467018469
192,kumisss inguss😂,kumisss inguss,0,safe,non-cyberbullying,0,0.5290237467018469
193,Hha,hha,0,safe,non-cyberbullying,0,0.5290237467018469
194,Mana tuh orang karbit 😂,mana tuh orang karbit,0,safe,non-cyberbullying,0,0.5290237467018469
195,6:35 in game,in game,0,safe,non-cyberbullying,0,0.5290237467018469
196,6:25 In game,in game,0,safe,non-cyberbullying,0,0.5290237467018469
197,Ke 3🎉,,0,safe,non-cyberbullying,0,0.5290237467018469
198,Jungle yg tertukar :) VivaRoar 🧡💙,jungle tukar vivaroar,0,safe,non-cyberbullying,0,0.5290237467018469
199,Gass pertama,gass pertama,0,safe,non-cyberbullying,0,0.5290237467018469
200,Bang kumis menangis melihat kenyataan ini 😅😅😅,bang kumis menang lihat nyata,0,safe,non-cyberbullying,0,0.5290237467018469
201,1,,0,safe,non-cyberbullying,0,0.5290237467018469
202,Kedua❤,dua,0,safe,non-cyberbullying,0,0.5290237467018469
203,EL FLIKER🗿,el fliker,0,safe,non-cyberbullying,0,0.5290237467018469
204,😂😂❤❤,,0,safe,non-cyberbullying,0,0.5290237467018469
205,Masih ada purify malah di gas ke turet 🗿,kasih purify malah gas turet,0,safe,non-cyberbullying,0,0.5290237467018469
206,Rewatch dream Team ❤,rewatch dream team,0,safe,non-cyberbullying,0,0.5290237467018469
207,Raja dari segala raja stress kali 😂😂😂,raja segala raja stress kali,0,safe,non-cyberbullying,0,0.5290237467018469
208,26:32 😜👆,,0,safe,non-cyberbullying,0,0.5290237467018469
209,yang paaling sayang punya exp bagus gak main2 malah mendingin cadangan onic kasihan badan  idok lah gak kuat buat nahan nya mikir rrq😅😅😅,paaling punya exp bagus main malah dingin cadang onic kasih badan idok lah kuat buat nahan mikir rrq,0,safe,non-cyberbullying,0,0.5290237467018469
210,"RRQ tinggal kenangan skrng,wkwkwkwk",rrq tinggal kenang skrngwkwkwkwk,0,safe,non-cyberbullying,0,0.5290237467018469
211,Rrq skrg mainya trlalu napsu itu yg bkin kalahnya mereka,rrq skrg mai trlalu napsu yang bkin kalah,0,safe,non-cyberbullying,0,0.5290237467018469
212,"KNP GAK SUTSUJIN?
ZUNESH JELEK JUNGLER NYA",knp sutsujin zunesh jelek jungler,4,moderate_toxic,cyberbullying,1,9.113636363636363
213,"Raja dari segala raja..????
Raja mana tuhhhhh😂😂😂😂😂😂",raja segala raja raja mana tuhhhhh,0,safe,non-cyberbullying,0,0.5290237467018469
214,Pok pok pok pokee,pok pok pok pokee,3,moderate_toxic,non-cyberbullying,0,0.5290237467018469
215,"RRQ kan mainnya blunder dan ngasaL udah kayak main di EPIC,,,,",rrq main blunder ngasal seperti main epic,0,safe,non-cyberbullying,0,0.5290237467018469
216,Apaan harith roam sama Gatot gold lane,apa harith roam sama gatot gold lane,0,safe,non-cyberbullying,0,0.5290237467018469
217,kumar bro!!!!! omong omong arti dari l itu loser artinya pecundang,mar bro omong omong arti l loser arti cundang,3,moderate_toxic,non-cyberbullying,0,0.5290237467018469
218,"26:39 
kumar : wleeee ☝😜",mar wleeee,0,safe,non-cyberbullying,0,0.5290237467018469
219,TOYYY TOLOL😂,toyyy tolol,4,moderate_toxic,cyberbullying,1,9.113636363636363
220,Toy mentok cuman bisa granger gaya gayaan make moskov. Tombak mlenceng trs. Dom dom,toy mentok cuma granger gaya gaya make moskov tombak mlenceng terus dom dom,0,safe,non-cyberbullying,0,0.5290237467018469
221,"RRQ mau buat Skylar menyesal ehhehh kok malah Skylar yg buat RRQ menyesal,,dan lbih percaya dgn MM tombak tumpul yg di pakai toy,, untuk RRQ semoga sadar dri pengalaman🤫",rrq mau buat skylar sesal ehhehh kok malah skylar buat rrq menyesaldan lbih percaya mm tombak tumpul di pakai toy rrq moga sadar alam,0,safe,non-cyberbullying,0,0.5290237467018469
222,Mana geme play rrq yg dulu,mana geme play rrq dulu,0,safe,non-cyberbullying,0,0.5290237467018469
223,aura comeback nya mulai muncul wkkwwk,aura comeback mulai muncul wkkwwk,0,safe,non-cyberbullying,0,0.5290237467018469
224,Mek,mek,0,safe,non-cyberbullying,0,0.5290237467018469
225,SKYLAR JAGO TAPI DI BUANG 🎉,skylar jago di buang,0,safe,non-cyberbullying,0,0.5290237467018469
226,Aroma aroma cambex kta caster😂😂😂lawak bgt,aroma aroma cambex kta casterlawak banget,0,safe,non-cyberbullying,0,0.5290237467018469
227,"23:52 Dengan sadar dia berucap ""Aroma come back nya mulai tercium nih"" wkwk mimpii bangett lu lim😂",sadar ucap aroma come back mulai cium nih wkwk mimpi banget kamu lim,0,safe,non-cyberbullying,0,0.5290237467018469
228,"RRQ UDAH GA ADA POWER LAGI. BUAT LAWAN ONIC, TIM RRQ MAKIN KE SINI MAKIN DOWN POWERNYA., TAMBAH ANCURRR RRQ.  😁😂👍",rrq tidak power buat lawan onic tim rrq makin sini makin down powernya tambah ancurrr rrq,0,safe,non-cyberbullying,0,0.5290237467018469
229,"RRQ UDAH GA ADA POWER LAGI. BUAT LAWAN ONIC, TIM RRQ MAKIN KE SINI MAKIN DOWN POWERNYA., TAMBAH ANCURRR RRQ.  😁😂👍",rrq tidak power buat lawan onic tim rrq makin sini makin down powernya tambah ancurrr rrq,0,safe,non-cyberbullying,0,0.5290237467018469
230,Rinz di atas Sanz😂😂😂 tololll,rinz atas sanz tololll,0,safe,non-cyberbullying,0,0.5290237467018469
231,"Paling males kalo denger ranger emas jadi caster, gatau apa yg di omongin sama dia 😭😭",paling males kalau denger ranger emas jadi caster gatau apa di omongin sama,0,safe,non-cyberbullying,0,0.5290237467018469
232,😂😂 kelihatan banget Caster mpl anggota kongdom 😂😂😂,lihat banget caster mpl anggota kongdom,0,safe,non-cyberbullying,0,0.5290237467018469
233,22:50 kurang baik apa king onic Masi dikasi nafas ppq😹,kurang baik apa king onic mas kasi nafas ppq,0,safe,non-cyberbullying,0,0.5290237467018469
234,20:17 toyy ngapain ayam😂,toyy ngapain ayam,0,safe,non-cyberbullying,0,0.5290237467018469
235,inimah onic lgi main rank,inimah onic main rank,0,safe,non-cyberbullying,0,0.5290237467018469
236,zunesh jungler demem blunder😹😹😹,zunesh jungler demem blunder,0,safe,non-cyberbullying,0,0.5290237467018469
237,25:14Tempat yg sama beberapa kali kroco di solo kill king sanz😂,tempat sama beberapa kali kroco solo kill king sanz,0,safe,non-cyberbullying,0,0.5290237467018469
238,"23:49 mulai tercium aroma kombek😂 poke"" dpt lord blm tentu bisa..lgian oniic ngasi nafas doang ke ppq😹",mulai cium aroma kombek poke lord tentu bisalgian oniic ngasi nafas orang ppq,3,moderate_toxic,non-cyberbullying,0,0.5290237467018469
239,lokal vs lokal,lokal vs lokal,0,safe,non-cyberbullying,0,0.5290237467018469
240,Udah punya godlane yg jago malah dijual ke onic,punya godlane jago malah jual onic,0,safe,non-cyberbullying,0,0.5290237467018469
241,L,l,0,safe,non-cyberbullying,0,0.5290237467018469
242,Dream team vs team yang lama nggak pegang piala mpl,dream team vs team lama pegang piala mpl,0,safe,non-cyberbullying,0,0.5290237467018469
243,"yang mengatakan dirinya si paling jago mid lane yaitu RINZ, dikasih paham sama king mid lane GILA SANZ🤣",kata diri si paling jago mid lane rinz kasih paham sama king mid lane gila sanz,0,safe,non-cyberbullying,0,0.5290237467018469
244,"""Giilak sanz"" HITS HARD🔥🔥",giilak sanz hits hard,0,safe,non-cyberbullying,0,0.5290237467018469
245,"Digame 1 dan 2 sangat terlihat jelas perbedaan level pemain inti, jungler dan gold lane sangat berbeda jauh jam terbang dan improve sama timnya 😂",digame sangat lihat jelas beda level main inti jungler gold lane sangat beda jauh jam terbang improve sama tim,0,safe,non-cyberbullying,0,0.5290237467018469
246,#blockrinz,,0,safe,non-cyberbullying,0,0.5290237467018469
247,Rrq udh kaya main rank anjir jelek bgt wkwkwk,rrq kaya main rank anjir jelek banget wkwkwk,5,moderate_toxic,cyberbullying,1,9.113636363636363
248,🤙🤪,,0,safe,non-cyberbullying,0,0.5290237467018469
249,"Zunesh cocok jadi GoldLaner tuh, objektif kuat dia kalo push turret.",zunesh cocok jadi goldlaner tuh objektif kuat kalau push turret,0,safe,non-cyberbullying,0,0.5290237467018469
250,yg di ganti malah sutsujin wkwk rinz gnti,di malah sutsujin wkwk rinz gnti,0,safe,non-cyberbullying,0,0.5290237467018469
251,"RRQ emang sudah tak seperti dlu.. Jujur yang main nya seperti gak tahu build. Tahu ONIC tuh jago DPS 
Gw lebih percaya LEMON daripda KAIRI",rrq memang tak dlu jujur main seperti tahu build tahu onic tuh jago dps lebih percaya lemon daripda kairi,0,safe,non-cyberbullying,0,0.5290237467018469
252,Onic vs Public😂,onic vs public,0,safe,non-cyberbullying,0,0.5290237467018469
253,"Skylar: Oh gini rupanya satu team sama team yang jago, gue ikutan jago mainnya 😂",skylar gin rupa satu team sama team jago ikut jago main,0,safe,non-cyberbullying,0,0.5290237467018469
254,onic selalu di hati,onic selalu hati,0,safe,non-cyberbullying,0,0.5290237467018469
255,REQ skrng udah gak kayak dulu..aku pi dah pilih ONIC,req skrng tidak duluaku pi pilih onic,0,safe,non-cyberbullying,0,0.5290237467018469
256,wkwkwk 10:25 rinz disetrum sanz,wkwkwk rinz setrum sanz,0,safe,non-cyberbullying,0,0.5290237467018469
257,Onic dan hyper impostor wkwkwkwkk,onic hyper impostor wkwkwkwkk,0,safe,non-cyberbullying,0,0.5290237467018469
258,Raja dari segala raja.. 🤡🤡,raja segala raja,0,safe,non-cyberbullying,0,0.5290237467018469
259,RRQ LAWAK😂😂😂,rrq lawak,0,safe,non-cyberbullying,0,0.5290237467018469
260,RRQ DALAM BENCANA,rrq bencana,0,safe,non-cyberbullying,0,0.5290237467018469
261,1:48,,0,safe,non-cyberbullying,0,0.5290237467018469
262,Penonton rrq dah mulai kurang... Gw kingdom males Skrang gak SE antusias yg lalu lalu,tonton rrq mulai kurang kingdom males skrang se antusias lalu lalu,0,safe,non-cyberbullying,0,0.5290237467018469
263,Skylar kejam... 😂😂,skylar kejam,0,safe,non-cyberbullying,0,0.5290237467018469
264,mid yang menyedihkan,mid sedih,0,safe,non-cyberbullying,0,0.5290237467018469
265,"Cuman bisa bilang ""PANASKAH MANIZZ"" buat rrq",cuma bilang panas manizz buat rrq,0,safe,non-cyberbullying,0,0.5290237467018469
266,"Hahahahahahahaha yg empat sibuk lock skylar, yang satu sibuk personal ke sanz😂",hahahahahahahaha empat sibuk lock skylar satu sibuk personal sanz,0,safe,non-cyberbullying,0,0.5290237467018469
267,Kalah sama tim ga jago😂,kalau sama tim jago,0,safe,non-cyberbullying,0,0.5290237467018469
268,"roaster gonta""i Mulu coba roaster lemon,dyreen/r7,sitsujin,toyy,vyn/naomi udah  cocok jangan ganti""",roaster gontai mulu coba roaster lemondyreenrsitsujintoyyvynnaomi cocok jangan,0,safe,non-cyberbullying,0,0.5290237467018469
269,kenapa tidak bermain di pentas ye,tidak main pentas ye,0,safe,non-cyberbullying,0,0.5290237467018469
270,Awal kehancuran rrq 😂😂,awal hancur rrq,0,safe,non-cyberbullying,0,0.5290237467018469
271,sehat² dah rrq punya jungler jago. malah gk di mainin.,sehat rrq punya jungler jago malah di mainin,0,safe,non-cyberbullying,0,0.5290237467018469
272,😂,,0,safe,non-cyberbullying,0,0.5290237467018469
273,Sadar ga si di game pertama sama game kedua rinz mati di base pas waktu mau end,sadar si game pertama sama game dua rinz mati base pas waktu mau end,5,moderate_toxic,cyberbullying,1,9.113636363636363
274,Jelas sutsujin masih ada malah mainin player amatiran,jelas sutsujin kasih malah mainin player amatir,0,safe,non-cyberbullying,0,0.5290237467018469
275,27:00 salfok sama tempat minum skyler :v,salfok sama tempat minum skyler v,0,safe,non-cyberbullying,0,0.5290237467018469
276,RRQ RINZ ? 😂😂😂😂,rrq rinz,0,safe,non-cyberbullying,0,0.5290237467018469
277,Dah pindah fans ke onic aja...,pindah fans onic,0,safe,non-cyberbullying,0,0.5290237467018469
278,Jungler kgak jelas sering blunder masih dipake buang aja hanyut in dicomberan,jungler kgak jelas sering blunder kasih dipake buang hanyut in comberan,0,safe,non-cyberbullying,0,0.5290237467018469
279,Woii RRQ percaya sm gue selama ou mainin zunesh bukanya naik malah menurun perform RRQ🤦‍♂️🤦‍♂️,woii rrq percaya sm sama ou mainin zunesh bukan naik malah turun perform rrq,0,safe,non-cyberbullying,0,0.5290237467018469
280,kasian sama caster kingdom 🤣🤣🤣 gak netral bjirr yang menang Onic yang di puji RRQ 🫣🫣🫣,kasi sama caster kingdom netral bjirr memang onic di puji rrq,0,safe,non-cyberbullying,0,0.5290237467018469
281,26.40 ☝️😝,,0,safe,non-cyberbullying,0,0.5290237467018469
282,"top global recall"" tuh sanz🗿",top global recall tuh sanz,0,safe,non-cyberbullying,0,0.5290237467018469
283,Mainkaannnnn sutsujinnnnn,mainkaannnnn sutsujinnnnn,0,safe,non-cyberbullying,0,0.5290237467018469
284,Ni jungler rrq pro player apa pemain epic blunder Mulu dah,ni jungler rrq pro player apa main epic blunder mulu,0,safe,non-cyberbullying,0,0.5290237467018469
285,"Dari dulu rrq adalah tim hama, player yang sooo jago padahal kenyataannya poke pokee😢",dulu rrq tim hama player sooo jago padahal nyata poke pokee,6,severe_toxic,non-cyberbullying,0,0.5290237467018469
286,"Gada lAwan
🎉",gada lawan,0,safe,non-cyberbullying,0,0.5290237467018469
287,Gg onic,gg onic,0,safe,non-cyberbullying,0,0.5290237467018469
288,Serasa main trio idok sama rinz sama dayyren.. 2 orang gak guna di rrq buang2 waktu,serasa main trio idok sama rinz sama dayyren orang guna rrq buang waktu,0,safe,non-cyberbullying,0,0.5290237467018469
289,Ganti juggler baru bisa itu kalau gini trus bisa apa rrq..,juggler baru itu kalau gin terus apa rrq,0,safe,non-cyberbullying,0,0.5290237467018469
290,"rqq opset mulu ,pemain dulu blikin woy",rqq opset mulu main dulu blikin woy,0,safe,non-cyberbullying,0,0.5290237467018469
291,"KETIKA AYAM BERSABDA



kata rinzz ""MEREKA GA JAGO""


EKWKEKWKWK",ayam sabda kata rinzz tidak jago ekwkekwkwk,0,safe,non-cyberbullying,0,0.5290237467018469
292,"Team juara kali ini pasti onic ,. 
Rrq sudah tidak ada harapan karena pemain nya jelek semua 😅",team juara kali pasti onic rrq tidak harap main jelek semua,4,moderate_toxic,cyberbullying,1,9.113636363636363
293,"Jujur gua benci tim rrq 
Love onic",jujur benci tim rrq love onic,0,safe,non-cyberbullying,0,0.5290237467018469
294,Ngelepas yss si kacau,ngelepas yss si kalau,0,safe,non-cyberbullying,0,0.5290237467018469
295,"Ini rrq di bilang raja, nda lebih dari bahan latihan onic😢😂",rrq bilang raja nda lebih bahan latih onic,0,safe,non-cyberbullying,0,0.5290237467018469
296,Toyy miss ulti padahal moskov termasuk dari 4 Hero andalanku aku pun diejek gara-gara itu😢,toyy miss ulti padahal moskov masuk hero andal aku ejek garagara,0,safe,non-cyberbullying,0,0.5290237467018469
297,Gimana king ppq sama kingdom nya Masi aman kan😂,bagaimana king ppq sama kingdom mas aman,0,safe,non-cyberbullying,0,0.5290237467018469
298,Duh yang kemaren gantiin Skylar di RRQ kek gini maennya😂,duh kemaren gantiin skylar rrq gin maennya,0,safe,non-cyberbullying,0,0.5290237467018469
299,"10:30 sanz pencet purify, dyrenn jadi ulti ke lutpi... detail kecil yang lumayan bisa jadi titik perlawanan rrq ke onic🙊",sanz pencet purify dyrenn jadi ulti lutpi detail kecil lumayan jadi titik lawan rrq onic,0,safe,non-cyberbullying,0,0.5290237467018469
300,"Pembuktian skaylar,season kemarin banyak yang bilang toy lebih jago. Dan sekarang keliatan siapa yang jago dan bisa gendong. 😜👆",bukti skaylarseason kemarin banyak bilang toy lebih jago sekarang liat siapa jago bisa gendong,0,safe,non-cyberbullying,0,0.5290237467018469
301,Rrq poke,rrq poke,3,moderate_toxic,non-cyberbullying,0,0.5290237467018469
302,"RRQ Akan bangkit,walaupun Sanz Dan Skylar seperti itu,gue yakin Akan Ada titik balik buat rrq",rrq bangkitwalaupun sanz skylar itugue yakin ada titik balik buat rrq,0,safe,non-cyberbullying,0,0.5290237467018469
303,hdeh zuneshh😂,hdeh zuneshh,0,safe,non-cyberbullying,0,0.5290237467018469
304,"Onic selain team kuat, mereka juga bisnis sampingan jualan wig",onic team kuat juga bisnis samping jual wig,0,safe,non-cyberbullying,0,0.5290237467018469
305,"Waktunya RRQ berbenah, dah gitu aja dari dulu😂",waktu rrq benah gitu dari dulu,0,safe,non-cyberbullying,0,0.5290237467018469
306,🤪🤪🤪,,0,safe,non-cyberbullying,0,0.5290237467018469
307,day 1 belajar moskov,day ajar moskov,0,safe,non-cyberbullying,0,0.5290237467018469
308,RRQ JADI AYAM DEPAN SKYLAR😂BIARKAN BRO MENGGORENG TEAM YANG MEMBUANG DIA DEMI MAINAN(TOY),rrq jadi ayam depan skylarbiarkan bro goreng team memang demi mainantoy,0,safe,non-cyberbullying,0,0.5290237467018469
309,Dulu gw kingdom😂tpi stelah liat roaster rrq skrng kek POKE....POKEZCUTE BUANG EMAS DEMI MAINAN(TOY)😂😂,dulu kingdomtpi stelah liat roaster rrq skrng pokepokezcute buang emas mainantoy,0,safe,non-cyberbullying,0,0.5290237467018469
310,"Tapi kyknya skylar di match sebelum²nya sebelum lawan rrq sengaja main biasa aja,gk mau nonjolin jatidiri diaa,biar mereka juga nganggapnya biasa aja dan bakal gampang,..tpi pas lawan rrq dikeluarin tuh power skill diaa ampe kena mental si team raja😂😂",kyknya skylar match belum lawan rrq sengaja main ajagk mau nonjolin jatidiri diaabiar juga nganggapnya saja bakal gampangtpi pas lawan rrq dikeluarin tuh power skill diaa karena mental si team raja,0,safe,non-cyberbullying,0,0.5290237467018469
311,REQ MM NYA TOLOL,req mm tolol,4,moderate_toxic,cyberbullying,1,9.113636363636363
312,Rinz aman kah?,rinz aman,0,safe,non-cyberbullying,0,0.5290237467018469
313,"rrq jgn kan melawan onic dgn pemain legend nya yg mau dapat Mseriesnya .. melawan EVOS Legend aja tetap kalah dri jaman bahula.. mau lemon juga yg main 🤣,pantasan skylar pindah dari rrq timnya sampah, apalagi roasters yg sekarang.. el blunder 🤣",rrq jangan lawan onic main legend mau mseriesnya lawan evos legend tetap kalau jaman bahula mau lemon yang main pantas skylar pindah rrq tim apalagi roasters yang sekarang el blunder,0,safe,non-cyberbullying,0,0.5290237467018469
314,L,l,0,safe,non-cyberbullying,0,0.5290237467018469
315,si zunes mirip haya di tim kalo saya lagi main solo rank,si zunes mirip haya tim kalau lagi main solo rank,0,safe,non-cyberbullying,0,0.5290237467018469
316,26:33 TENGIL BANGET COWO SZE WKWK,tengil banget cowo sze wkwk,0,safe,non-cyberbullying,0,0.5290237467018469
317,kingdom baper😝👆🏻,kingdom baper,0,safe,non-cyberbullying,0,0.5290237467018469
318,Kemana sutsujinmu RRQ?,sutsujinmu rrq,0,safe,non-cyberbullying,0,0.5290237467018469
319,Jelek bgt posisi team fightny rrq.. sumpah main rank aja,jelek banget posisi team fightny rrq sumpah main rank,4,moderate_toxic,cyberbullying,1,9.113636363636363
320,Rrq rrq,rrq rrq,0,safe,non-cyberbullying,0,0.5290237467018469
321,Skaylar putus asa gak bisa ngalahin onic .. dan skarang pindah ke onic wkwk pngen megang piala,skaylar putus asa bisa ngalahin onic sekarang pindah onic wkwk pngen memang piala,0,safe,non-cyberbullying,0,0.5290237467018469
322,sanz jan gitu kasian rrq,sanz jan gitu kasi rrq,0,safe,non-cyberbullying,0,0.5290237467018469
323,Rrq haaaaa kocak🤣🤣🤣,rrq haaaaa kocak,0,safe,non-cyberbullying,0,0.5290237467018469
324,Setiap kalimat di video ini terasa tulus dan penuh makna.❤️𝐓𝐈𝐌𝐎𝟒𝐃❤️ Yang paling aku suka adalah bagaimana kamu bikin penonton merasa nyaman dan gak dihakimi. Sukses selalu buat kamu dan channel ini!,kalimat video asa tulus penuh makna paling aku suka bagaimana kamu bikin tonton rasa nyaman tidak hakim sukses selalu buat kamu channel,0,safe,non-cyberbullying,0,0.5290237467018469
325,Bikin senyum sendiri! 𝐓𝐈𝐌𝐎𝟒𝐃,bikin senyum sendiri,0,safe,non-cyberbullying,0,0.5290237467018469
326,Keren parah 𝐓𝐈𝐌𝐎𝟒𝐃! Pengen nonton ulang. 👏,keren parah ken nonton ulang,1,minor_negative,non-cyberbullying,0,0.5290237467018469
327,Akhirnya yg di tunggu2😁 𝐓𝐈𝐌𝐎𝟒𝐃 gas,akhir di tunggu gas,0,safe,non-cyberbullying,0,0.5290237467018469
328,Cakep Kali 𝐓𝐈𝐌𝐎𝟒𝐃,cakep kali,0,safe,non-cyberbullying,0,0.5290237467018469
329,"Mantep ⭐𝐓𝐈𝐌𝐎𝟒𝐃⭐ udah jadi kebiasaan, Caerr terusss !!!",mantep jadi biasa caerr terus,0,safe,non-cyberbullying,0,0.5290237467018469
330,Semoga video-video kamu selalu menarik dan sukses besar! ⚡𝐓𝐈𝐌𝐎𝟒𝐃⚡ Berkah selalu untuk kamu dan channelmu. ⚡𝐓𝐈𝐌𝐎𝟒𝐃⚡,moga videovideo kamu selalu tarik sukses benar berkah selalu kamu channelmu,0,safe,non-cyberbullying,0,0.5290237467018469
331,𝐓𝐈𝐌𝐎𝟒𝐃 kasih sentuhan magis! Gak bisa berhenti nonton. 🙌,kasih sentuh magis bisa henti nonton,0,safe,non-cyberbullying,0,0.5290237467018469
332,Mantap! 𝗧𝗶𝗺𝗼𝟰𝗗,mantap,0,safe,non-cyberbullying,0,0.5290237467018469
333,"Reactionnya bikin ngakak terus! Sambil ketawa, aku sambil menang di 𝐓𝐈𝐌𝐎𝟒𝐃! 😆🎲",reactionnya bikin ngakak terus ketawa aku memang,0,safe,non-cyberbullying,0,0.5290237467018469
334,"Konten seperti ini yang dibutuhkan di YouTube. Sukses terus!,𝐓𝐈𝐌𝐎𝟒𝐃!",konten ini butuh youtube sukses terus,0,safe,non-cyberbullying,0,0.5290237467018469
335,Bangun tidur langsung buka ✌𝐓𝐈𝐌𝐎𝟒𝐃✌.,bangun tidur langsung bukan,0,safe,non-cyberbullying,0,0.5290237467018469
336,"Kontennya bikin betah, 👵𝐓𝐈𝐌𝐎𝟒𝐃👵 juga bikin betah sampe pagi. 🌄",konten bikin betah bikin betah pagi,0,safe,non-cyberbullying,0,0.5290237467018469
337,benci bgt kalo casternya memihak,benci banget kalau casternya pihak,0,safe,non-cyberbullying,0,0.5290237467018469
338,Ppffttt baru liat jungler kaya junes,ppffttt baru liat jungler kaya junes,0,safe,non-cyberbullying,0,0.5290237467018469
339,😜👆,,0,safe,non-cyberbullying,0,0.5290237467018469
340,lagi nunggu kata kata toy lebih jago dari skyalar🤭,nunggu kata kata toy lebih jago skyalar,0,safe,non-cyberbullying,0,0.5290237467018469
341,terima kasih buat sonic😂,terima kasih buat sonic,0,safe,non-cyberbullying,0,0.5290237467018469
342,"Balikin sutsujin, gak rela kalo sampe gak main 1:01",balikin sutsujin rela kalau tidak main,0,safe,non-cyberbullying,0,0.5290237467018469
343,ditutorin main pharsa tuh,ditutorin main pharsa tuh,0,safe,non-cyberbullying,0,0.5290237467018469
344,"MENDING MILIH RRQ ATAU SKYLAR?YA MENDING MILIH RRQ LAH,SKYLAR SIAPA?GBLK😂😂😂",mending milih rrq skylarya mending milih rrq lahskylar siapagblk,0,safe,non-cyberbullying,0,0.5290237467018469
345,POV : MABAR SATU TEAM SAMA ANOMALI JAM 9 PAGI,pov mabar satu team sama anomali jam pagi,0,safe,non-cyberbullying,0,0.5290237467018469
346,😜👆,,0,safe,non-cyberbullying,0,0.5290237467018469
347,Bay bay RRQ blundar blunder 👏👏,bay bay rrq blundar blunder,0,safe,non-cyberbullying,0,0.5290237467018469
348,🔥🔥,,0,safe,non-cyberbullying,0,0.5290237467018469
349,Testh,testh,0,safe,non-cyberbullying,0,0.5290237467018469
350,"Rinz terlalu sombong, makan tu darksistem",rinz terlalu sombong tu darksistem,0,safe,non-cyberbullying,0,0.5290237467018469
351,"Oiii RRQ jgn SOMBONG jdi tim.. ngata2 in ONIC ga jago! 
Tim klian tuh kliatan kren cma krna ada sutsujin doang cong🤣🤣..",oiii rrq jangan sombong jadi tim ngata in onic jago tim klian tuh kliatan cuma ada sutsujin orang cong,0,safe,non-cyberbullying,0,0.5290237467018469
352,2:0🤫🤫,,0,safe,non-cyberbullying,0,0.5290237467018469
353,RRQ BOT,rrq bot,3,moderate_toxic,non-cyberbullying,0,0.5290237467018469
354,RRQ BOT,rrq bot,3,moderate_toxic,non-cyberbullying,0,0.5290237467018469
355,Apalah zunes ga becus main kyk epikk main nya,apa zunes becus main kyk epikk main,0,safe,non-cyberbullying,0,0.5290237467018469
356,mampus ppq,mampus ppq,5,moderate_toxic,cyberbullying,1,9.113636363636363
357,"MANA UJINN WOII, YANG BERMASALAH MID NYA YG DIGANTI MALAH UJIN
COBA LIAT MENIT INI COOO 25:15",mana ujinn woii masalah mid yang ganti malah ujin coba liat menit cooo,0,safe,non-cyberbullying,0,0.5290237467018469
358,25:15 oakwoakw,oakwoakw,0,safe,non-cyberbullying,0,0.5290237467018469
359,Beda 10.000 gold lu mau come back. .mimpi,beda gold kamu mau come back mimpi,0,safe,non-cyberbullying,0,0.5290237467018469
360,"Dear pak ap 
Penjualaan skylar dari ewc tapi ttp ae pemain pemain yg kurang jam terbang internasional gimana mau ngejar internasional kalo mental pemain kita kalo ketemu lawan kuat tuh sudah menyerah sblm bertarung minimal rrq buy out yg punya jam bermain di internasional satu atau 2 supaya sisa nya player lokal yg bisa ngimbangin jamin bukan cuma lokal next bakal ada piala Internasional rrq ini komunitas terbesar di indonesia dengan kingdom nya dana dari ewc dana dari penjualan pemain dan dana dari mpl harus nya bisa dong beli 1-2 bintang",dear pak ap penjualaan skylar ewc ttp main main kurang jam terbang internasional bagaimana mau ngejar internasional kalau mental main kalau ketemu lawan kuat tuh serah sblm tarung minimal rrq buy out punya jam main internasional satu saya sisa player lokal ngimbangin jamin bukan cuma lokal next bakal piala internasional rrq komunitas besar indonesia kingdom dana ewc dana jual main dana mpl ya bisa dong beli bintang,0,safe,non-cyberbullying,0,0.5290237467018469
361,Jari L untuk apa?,jari l apa,0,safe,non-cyberbullying,0,0.5290237467018469
362,😜👆 26:35,,0,safe,non-cyberbullying,0,0.5290237467018469
363,ini rrq lagi eror kah?game 1 ngga dapat turtel ataupun lord🤣🤣😂😂,rrq eror kahgame ngga turtel atau lord,0,safe,non-cyberbullying,0,0.5290237467018469
364,Rrq tidur aja udah wkwkw,rrq tidur sudah wkwkw,0,safe,non-cyberbullying,0,0.5290237467018469
365,"Dyren maju mulu bro, makanan onic hari², plis gw greget pas nonton udh berapa kali mati sendirian di depan😭",dyren maju mulu bro makan onic hari plis greget pas nonton berapa kali mati sendiri depan,5,moderate_toxic,cyberbullying,1,9.113636363636363
