id,username,original_comment,cleaned_comment,normalized_comment,stopword_removed,stemmed_comment,toxicity_score,severity_level,category,matched_toxic_words,is_cyberbullying,sample_weight
226,@rkchenel7625,Aroma aroma cambex kta caster😂😂😂lawak bgt,aroma aroma cambex kta casterlawak bgt,aroma aroma cambex kta casterlawak banget,aroma aroma cambex kta casterlawak banget,aroma aroma cambex kta casterlawak banget,0,safe,non-cyberbullying,,0,0.5290237467018469
227,@ahyarras_,"23:52 Dengan sadar dia berucap ""Aroma come back nya mulai tercium nih"" wkwk mimpii bangett lu lim😂",dengan sadar dia berucap aroma come back nya mulai tercium nih wkwk mimpii bangett lu lim,dengan sadar dia berucap aroma come back ya mulai tercium nih wkwk mimpii banget kamu lim,sadar berucap aroma come back mulai tercium nih wkwk mimpii banget kamu lim,sadar ucap aroma come back mulai cium nih wkwk mimpi banget kamu lim,0,safe,non-cyberbullying,,0,0.5290237467018469
228,@WisnuNugroho-h9j,"RRQ UDAH GA ADA POWER LAGI. BUAT LAWAN ONIC, TIM RRQ MAKIN KE SINI MAKIN DOWN POWERNYA., TAMBAH ANCURRR RRQ.  😁😂👍",rrq udah ga ada power lagi buat lawan onic tim rrq makin ke sini makin down powernya tambah ancurrr rrq,rrq sudah tidak ada power lagi buat lawan onic tim rrq makin ke sini makin down powernya tambah ancurrr rrq,rrq tidak power buat lawan onic tim rrq makin sini makin down powernya tambah ancurrr rrq,rrq tidak power buat lawan onic tim rrq makin sini makin down powernya tambah ancurrr rrq,0,safe,non-cyberbullying,,0,0.5290237467018469
229,@WisnuNugroho-h9j,"RRQ UDAH GA ADA POWER LAGI. BUAT LAWAN ONIC, TIM RRQ MAKIN KE SINI MAKIN DOWN POWERNYA., TAMBAH ANCURRR RRQ.  😁😂👍",rrq udah ga ada power lagi buat lawan onic tim rrq makin ke sini makin down powernya tambah ancurrr rrq,rrq sudah tidak ada power lagi buat lawan onic tim rrq makin ke sini makin down powernya tambah ancurrr rrq,rrq tidak power buat lawan onic tim rrq makin sini makin down powernya tambah ancurrr rrq,rrq tidak power buat lawan onic tim rrq makin sini makin down powernya tambah ancurrr rrq,0,safe,non-cyberbullying,,0,0.5290237467018469
230,@masbree123,Rinz di atas Sanz😂😂😂 tololll,rinz di atas sanz tololll,rinz di atas sanz tololll,rinz atas sanz tololll,rinz atas sanz tololll,0,safe,non-cyberbullying,,0,0.5290237467018469
231,@bobbysaputra9710,"Paling males kalo denger ranger emas jadi caster, gatau apa yg di omongin sama dia 😭😭",paling males kalo denger ranger emas jadi caster gatau apa yg di omongin sama dia,paling males kalau denger ranger emas jadi caster gatau apa yang di omongin sama dia,paling males kalau denger ranger emas jadi caster gatau apa di omongin sama,paling males kalau denger ranger emas jadi caster gatau apa di omongin sama,0,safe,non-cyberbullying,,0,0.5290237467018469
232,@Sport-l3n,😂😂 kelihatan banget Caster mpl anggota kongdom 😂😂😂,kelihatan banget caster mpl anggota kongdom,kelihatan banget caster mpl anggota kongdom,kelihatan banget caster mpl anggota kongdom,lihat banget caster mpl anggota kongdom,0,safe,non-cyberbullying,,0,0.5290237467018469
233,@mozaa715,22:50 kurang baik apa king onic Masi dikasi nafas ppq😹,kurang baik apa king onic masi dikasi nafas ppq,kurang baik apa king onic masi dikasi nafas ppq,kurang baik apa king onic masi dikasi nafas ppq,kurang baik apa king onic mas kasi nafas ppq,0,safe,non-cyberbullying,,0,0.5290237467018469
234,@mozaa715,20:17 toyy ngapain ayam😂,toyy ngapain ayam,toyy ngapain ayam,toyy ngapain ayam,toyy ngapain ayam,0,safe,non-cyberbullying,,0,0.5290237467018469
235,@LinzyySukaMenkrep,inimah onic lgi main rank,inimah onic lgi main rank,inimah onic lagi main rank,inimah onic main rank,inimah onic main rank,0,safe,non-cyberbullying,,0,0.5290237467018469
236,@BimAaa-y3v,zunesh jungler demem blunder😹😹😹,zunesh jungler demem blunder,zunesh jungler demem blunder,zunesh jungler demem blunder,zunesh jungler demem blunder,0,safe,non-cyberbullying,,0,0.5290237467018469
237,@LisnaAyu-h4i,25:14Tempat yg sama beberapa kali kroco di solo kill king sanz😂,tempat yg sama beberapa kali kroco di solo kill king sanz,tempat yang sama beberapa kali kroco di solo kill king sanz,tempat sama beberapa kali kroco solo kill king sanz,tempat sama beberapa kali kroco solo kill king sanz,0,safe,non-cyberbullying,,0,0.5290237467018469
238,@LisnaAyu-h4i,"23:49 mulai tercium aroma kombek😂 poke"" dpt lord blm tentu bisa..lgian oniic ngasi nafas doang ke ppq😹",mulai tercium aroma kombek poke dpt lord blm tentu bisalgian oniic ngasi nafas doang ke ppq,mulai tercium aroma kombek poke dapat lord belum tentu bisalgian oniic ngasi nafas orang ke ppq,mulai tercium aroma kombek poke lord tentu bisalgian oniic ngasi nafas orang ppq,mulai cium aroma kombek poke lord tentu bisalgian oniic ngasi nafas orang ppq,3,moderate_toxic,non-cyberbullying,poke(gaming:3),0,0.5290237467018469
239,@ElitaAnggraeni,lokal vs lokal,lokal vs lokal,lokal vs lokal,lokal vs lokal,lokal vs lokal,0,safe,non-cyberbullying,,0,0.5290237467018469
240,@abdulbasitnurseptiandani8039,Udah punya godlane yg jago malah dijual ke onic,udah punya godlane yg jago malah dijual ke onic,sudah punya godlane yang jago malah dijual ke onic,punya godlane jago malah dijual onic,punya godlane jago malah jual onic,0,safe,non-cyberbullying,,0,0.5290237467018469
241,@yusufadrianto4909,L,l,l,l,l,0,safe,non-cyberbullying,,0,0.5290237467018469
242,@JihanaAnait,Dream team vs team yang lama nggak pegang piala mpl,dream team vs team yang lama nggak pegang piala mpl,dream team vs team yang lama nggak pegang piala mpl,dream team vs team lama pegang piala mpl,dream team vs team lama pegang piala mpl,0,safe,non-cyberbullying,,0,0.5290237467018469
243,@windupradnyana22,"yang mengatakan dirinya si paling jago mid lane yaitu RINZ, dikasih paham sama king mid lane GILA SANZ🤣",yang mengatakan dirinya si paling jago mid lane yaitu rinz dikasih paham sama king mid lane gila sanz,yang mengatakan dirinya si paling jago mid lane yaitu rinz kasih paham sama king mid lane gila sanz,mengatakan dirinya si paling jago mid lane rinz kasih paham sama king mid lane gila sanz,kata diri si paling jago mid lane rinz kasih paham sama king mid lane gila sanz,0,safe,non-cyberbullying,,0,0.5290237467018469
244,@QuickNight-y4k,"""Giilak sanz"" HITS HARD🔥🔥",giilak sanz hits hard,giilak sanz hits hard,giilak sanz hits hard,giilak sanz hits hard,0,safe,non-cyberbullying,,0,0.5290237467018469
245,@human9699-i6m,"Digame 1 dan 2 sangat terlihat jelas perbedaan level pemain inti, jungler dan gold lane sangat berbeda jauh jam terbang dan improve sama timnya 😂",digame dan sangat terlihat jelas perbedaan level pemain inti jungler dan gold lane sangat berbeda jauh jam terbang dan improve sama timnya,digame dan sangat terlihat jelas perbedaan level pemain inti jungler dan gold lane sangat berbeda jauh jam terbang dan improve sama timnya,digame sangat terlihat jelas perbedaan level pemain inti jungler gold lane sangat berbeda jauh jam terbang improve sama timnya,digame sangat lihat jelas beda level main inti jungler gold lane sangat beda jauh jam terbang improve sama tim,0,safe,non-cyberbullying,,0,0.5290237467018469
246,@ze_tsu163,#blockrinz,,,,,0,safe,non-cyberbullying,,0,0.5290237467018469
247,@Aifakani,Rrq udh kaya main rank anjir jelek bgt wkwkwk,rrq udh kaya main rank anjir jelek bgt wkwkwk,rrq sudah kaya main rank anjir jelek banget wkwkwk,rrq kaya main rank anjir jelek banget wkwkwk,rrq kaya main rank anjir jelek banget wkwkwk,5,moderate_toxic,cyberbullying,anjir(negative:1); jelek(personal:4),1,9.113636363636363
248,@asepkarbu-k8u,🤙🤪,,,,,0,safe,non-cyberbullying,,0,0.5290237467018469
249,@VickySabelau,"Zunesh cocok jadi GoldLaner tuh, objektif kuat dia kalo push turret.",zunesh cocok jadi goldlaner tuh objektif kuat dia kalo push turret,zunesh cocok jadi goldlaner tuh objektif kuat dia kalau push turret,zunesh cocok jadi goldlaner tuh objektif kuat kalau push turret,zunesh cocok jadi goldlaner tuh objektif kuat kalau push turret,0,safe,non-cyberbullying,,0,0.5290237467018469
250,@dindaackherman-09,yg di ganti malah sutsujin wkwk rinz gnti,yg di ganti malah sutsujin wkwk rinz gnti,yang di nanti malah sutsujin wkwk rinz gnti,di malah sutsujin wkwk rinz gnti,di malah sutsujin wkwk rinz gnti,0,safe,non-cyberbullying,,0,0.5290237467018469
251,@santanaav9330,"RRQ emang sudah tak seperti dlu.. Jujur yang main nya seperti gak tahu build. Tahu ONIC tuh jago DPS 
Gw lebih percaya LEMON daripda KAIRI",rrq emang sudah tak seperti dlu jujur yang main nya seperti gak tahu build tahu onic tuh jago dps gw lebih percaya lemon daripda kairi,rrq memang sudah tak seperti dlu jujur yang main ya seperti tidak tahu build tahu onic tuh jago dps saya lebih percaya lemon daripda kairi,rrq memang tak dlu jujur main seperti tahu build tahu onic tuh jago dps lebih percaya lemon daripda kairi,rrq memang tak dlu jujur main seperti tahu build tahu onic tuh jago dps lebih percaya lemon daripda kairi,0,safe,non-cyberbullying,,0,0.5290237467018469
252,@RaffaBF,Onic vs Public😂,onic vs public,onic vs public,onic vs public,onic vs public,0,safe,non-cyberbullying,,0,0.5290237467018469
253,@sangkotabdulqoyyum176,"Skylar: Oh gini rupanya satu team sama team yang jago, gue ikutan jago mainnya 😂",skylar oh gini rupanya satu team sama team yang jago gue ikutan jago mainnya,skylar oh gini rupanya satu team sama team yang jago saya ikutan jago mainnya,skylar gini rupanya satu team sama team jago ikutan jago mainnya,skylar gin rupa satu team sama team jago ikut jago main,0,safe,non-cyberbullying,,0,0.5290237467018469
254,@MarcelloWaras,onic selalu di hati,onic selalu di hati,onic selalu di hati,onic selalu hati,onic selalu hati,0,safe,non-cyberbullying,,0,0.5290237467018469
255,@MarcelloWaras,REQ skrng udah gak kayak dulu..aku pi dah pilih ONIC,req skrng udah gak kayak duluaku pi dah pilih onic,req skrng sudah tidak seperti duluaku pi sudah pilih onic,req skrng tidak duluaku pi pilih onic,req skrng tidak duluaku pi pilih onic,0,safe,non-cyberbullying,,0,0.5290237467018469
256,@xabilar694,wkwkwk 10:25 rinz disetrum sanz,wkwkwk rinz disetrum sanz,wkwkwk rinz disetrum sanz,wkwkwk rinz disetrum sanz,wkwkwk rinz setrum sanz,0,safe,non-cyberbullying,,0,0.5290237467018469
257,@rezhastr,Onic dan hyper impostor wkwkwkwkk,onic dan hyper impostor wkwkwkwkk,onic dan hyper impostor wkwkwkwkk,onic hyper impostor wkwkwkwkk,onic hyper impostor wkwkwkwkk,0,safe,non-cyberbullying,,0,0.5290237467018469
258,@Jackyjayjay,Raja dari segala raja.. 🤡🤡,raja dari segala raja,raja dari segala raja,raja segala raja,raja segala raja,0,safe,non-cyberbullying,,0,0.5290237467018469
259,@dealeosyaredo,RRQ LAWAK😂😂😂,rrq lawak,rrq lawak,rrq lawak,rrq lawak,0,safe,non-cyberbullying,,0,0.5290237467018469
260,@iansopian7717,RRQ DALAM BENCANA,rrq dalam bencana,rrq dalam bencana,rrq bencana,rrq bencana,0,safe,non-cyberbullying,,0,0.5290237467018469
261,@Petualang_Desa.1,1:48,,,,,0,safe,non-cyberbullying,,0,0.5290237467018469
262,@firmanpermana4397,Penonton rrq dah mulai kurang... Gw kingdom males Skrang gak SE antusias yg lalu lalu,penonton rrq dah mulai kurang gw kingdom males skrang gak se antusias yg lalu lalu,penonton rrq sudah mulai kurang saya kingdom males skrang tidak se antusias yang lalu lalu,penonton rrq mulai kurang kingdom males skrang se antusias lalu lalu,tonton rrq mulai kurang kingdom males skrang se antusias lalu lalu,0,safe,non-cyberbullying,,0,0.5290237467018469
263,@GelsaGelsa,Skylar kejam... 😂😂,skylar kejam,skylar kejam,skylar kejam,skylar kejam,0,safe,non-cyberbullying,,0,0.5290237467018469
264,@dwwd1992,mid yang menyedihkan,mid yang menyedihkan,mid yang menyedihkan,mid menyedihkan,mid sedih,0,safe,non-cyberbullying,,0,0.5290237467018469
265,@j-crist2864,"Cuman bisa bilang ""PANASKAH MANIZZ"" buat rrq",cuman bisa bilang panaskah manizz buat rrq,cuma bisa bilang panaskah manizz buat rrq,cuma bilang panaskah manizz buat rrq,cuma bilang panas manizz buat rrq,0,safe,non-cyberbullying,,0,0.5290237467018469
266,@UPKPMPUPKPMP,"Hahahahahahahaha yg empat sibuk lock skylar, yang satu sibuk personal ke sanz😂",hahahahahahahaha yg empat sibuk lock skylar yang satu sibuk personal ke sanz,hahahahahahahaha yang empat sibuk lock skylar yang satu sibuk personal ke sanz,hahahahahahahaha empat sibuk lock skylar satu sibuk personal sanz,hahahahahahahaha empat sibuk lock skylar satu sibuk personal sanz,0,safe,non-cyberbullying,,0,0.5290237467018469
267,@gibamibam,Kalah sama tim ga jago😂,kalah sama tim ga jago,kalau sama tim tidak jago,kalau sama tim jago,kalau sama tim jago,0,safe,non-cyberbullying,,0,0.5290237467018469
268,@vanesapanjahitan3704,"roaster gonta""i Mulu coba roaster lemon,dyreen/r7,sitsujin,toyy,vyn/naomi udah  cocok jangan ganti""",roaster gontai mulu coba roaster lemondyreenrsitsujintoyyvynnaomi udah cocok jangan ganti,roaster gontai mulu coba roaster lemondyreenrsitsujintoyyvynnaomi sudah cocok jangan nanti,roaster gontai mulu coba roaster lemondyreenrsitsujintoyyvynnaomi cocok jangan,roaster gontai mulu coba roaster lemondyreenrsitsujintoyyvynnaomi cocok jangan,0,safe,non-cyberbullying,,0,0.5290237467018469
269,@yalipmon272,kenapa tidak bermain di pentas ye,kenapa tidak bermain di pentas ye,kenapa tidak bermain di pentas ye,tidak bermain pentas ye,tidak main pentas ye,0,safe,non-cyberbullying,,0,0.5290237467018469
270,@wahbanget611,Awal kehancuran rrq 😂😂,awal kehancuran rrq,awal kehancuran rrq,awal kehancuran rrq,awal hancur rrq,0,safe,non-cyberbullying,,0,0.5290237467018469
271,@tsaqofahjazirah7991,sehat² dah rrq punya jungler jago. malah gk di mainin.,sehat dah rrq punya jungler jago malah gk di mainin,sehat sudah rrq punya jungler jago malah tidak di mainin,sehat rrq punya jungler jago malah di mainin,sehat rrq punya jungler jago malah di mainin,0,safe,non-cyberbullying,,0,0.5290237467018469
272,@Nawiyah-y3j,😂,,,,,0,safe,non-cyberbullying,,0,0.5290237467018469
273,@Nawiyah-y3j,Sadar ga si di game pertama sama game kedua rinz mati di base pas waktu mau end,sadar ga si di game pertama sama game kedua rinz mati di base pas waktu mau end,sadar tidak si di game pertama sama game kedua rinz mati di base pas waktu mau end,sadar si game pertama sama game kedua rinz mati base pas waktu mau end,sadar si game pertama sama game dua rinz mati base pas waktu mau end,5,moderate_toxic,cyberbullying,mati(extreme:5),1,9.113636363636363
274,@saiyo-h6g,Jelas sutsujin masih ada malah mainin player amatiran,jelas sutsujin masih ada malah mainin player amatiran,jelas sutsujin kasih ada malah mainin player amatiran,jelas sutsujin kasih malah mainin player amatiran,jelas sutsujin kasih malah mainin player amatir,0,safe,non-cyberbullying,,0,0.5290237467018469
275,@ce-ji3jh,27:00 salfok sama tempat minum skyler :v,salfok sama tempat minum skyler v,salfok sama tempat minum skyler v,salfok sama tempat minum skyler v,salfok sama tempat minum skyler v,0,safe,non-cyberbullying,,0,0.5290237467018469
276,@ce-ji3jh,RRQ RINZ ? 😂😂😂😂,rrq rinz,rrq rinz,rrq rinz,rrq rinz,0,safe,non-cyberbullying,,0,0.5290237467018469
277,@warisandayani8827,Dah pindah fans ke onic aja...,dah pindah fans ke onic aja,sudah pindah fans ke onic saja,pindah fans onic,pindah fans onic,0,safe,non-cyberbullying,,0,0.5290237467018469
278,@rafifauzan5065,Jungler kgak jelas sering blunder masih dipake buang aja hanyut in dicomberan,jungler kgak jelas sering blunder masih dipake buang aja hanyut in dicomberan,jungler kgak jelas sering blunder kasih dipake buang saja hanyut in dicomberan,jungler kgak jelas sering blunder kasih dipake buang hanyut in dicomberan,jungler kgak jelas sering blunder kasih dipake buang hanyut in comberan,0,safe,non-cyberbullying,,0,0.5290237467018469
279,@rafifauzan5065,Woii RRQ percaya sm gue selama ou mainin zunesh bukanya naik malah menurun perform RRQ🤦‍♂️🤦‍♂️,woii rrq percaya sm gue selama ou mainin zunesh bukanya naik malah menurun perform rrq,woii rrq percaya sm saya sama ou mainin zunesh bukan naik malah menurun perform rrq,woii rrq percaya sm sama ou mainin zunesh bukan naik malah menurun perform rrq,woii rrq percaya sm sama ou mainin zunesh bukan naik malah turun perform rrq,0,safe,non-cyberbullying,,0,0.5290237467018469
280,@Hytera-q7g,kasian sama caster kingdom 🤣🤣🤣 gak netral bjirr yang menang Onic yang di puji RRQ 🫣🫣🫣,kasian sama caster kingdom gak netral bjirr yang menang onic yang di puji rrq,kasian sama caster kingdom tidak netral bjirr yang memang onic yang di puji rrq,kasian sama caster kingdom netral bjirr memang onic di puji rrq,kasi sama caster kingdom netral bjirr memang onic di puji rrq,0,safe,non-cyberbullying,,0,0.5290237467018469
281,@Rizalbagus_,26.40 ☝️😝,,,,,0,safe,non-cyberbullying,,0,0.5290237467018469
282,@Neonityy,"top global recall"" tuh sanz🗿",top global recall tuh sanz,top global recall tuh sanz,top global recall tuh sanz,top global recall tuh sanz,0,safe,non-cyberbullying,,0,0.5290237467018469
283,@JanalebanonJanalebanon,Mainkaannnnn sutsujinnnnn,mainkaannnnn sutsujinnnnn,mainkaannnnn sutsujinnnnn,mainkaannnnn sutsujinnnnn,mainkaannnnn sutsujinnnnn,0,safe,non-cyberbullying,,0,0.5290237467018469
284,@FauzanMuhammad-y8r,Ni jungler rrq pro player apa pemain epic blunder Mulu dah,ni jungler rrq pro player apa pemain epic blunder mulu dah,ni jungler rrq pro player apa pemain epic blunder mulu sudah,ni jungler rrq pro player apa pemain epic blunder mulu,ni jungler rrq pro player apa main epic blunder mulu,0,safe,non-cyberbullying,,0,0.5290237467018469
285,@AnnasSaputra24,"Dari dulu rrq adalah tim hama, player yang sooo jago padahal kenyataannya poke pokee😢",dari dulu rrq adalah tim hama player yang sooo jago padahal kenyataannya poke pokee,dari dulu rrq adalah tim hama player yang sooo jago padahal kenyataannya poke pokee,dulu rrq tim hama player sooo jago padahal kenyataannya poke pokee,dulu rrq tim hama player sooo jago padahal nyata poke pokee,6,severe_toxic,non-cyberbullying,poke(gaming:3); pokee(gaming:3),0,0.5290237467018469
286,@Mlbbraps,"Gada lAwan
🎉",gada lawan,gada lawan,gada lawan,gada lawan,0,safe,non-cyberbullying,,0,0.5290237467018469
287,@AnnaLestrange-y9s4n,Gg onic,gg onic,gg onic,gg onic,gg onic,0,safe,non-cyberbullying,,0,0.5290237467018469
288,@AguszSlametsantoso,Serasa main trio idok sama rinz sama dayyren.. 2 orang gak guna di rrq buang2 waktu,serasa main trio idok sama rinz sama dayyren orang gak guna di rrq buang waktu,serasa main trio idok sama rinz sama dayyren orang tidak guna di rrq buang waktu,serasa main trio idok sama rinz sama dayyren orang guna rrq buang waktu,serasa main trio idok sama rinz sama dayyren orang guna rrq buang waktu,0,safe,non-cyberbullying,,0,0.5290237467018469
289,@AguszSlametsantoso,Ganti juggler baru bisa itu kalau gini trus bisa apa rrq..,ganti juggler baru bisa itu kalau gini trus bisa apa rrq,nanti juggler baru bisa itu kalau gini terus bisa apa rrq,juggler baru itu kalau gini terus apa rrq,juggler baru itu kalau gin terus apa rrq,0,safe,non-cyberbullying,,0,0.5290237467018469
290,@langssGo1k,"rqq opset mulu ,pemain dulu blikin woy",rqq opset mulu pemain dulu blikin woy,rqq opset mulu pemain dulu blikin woy,rqq opset mulu pemain dulu blikin woy,rqq opset mulu main dulu blikin woy,0,safe,non-cyberbullying,,0,0.5290237467018469
291,@duckymfs5450,"KETIKA AYAM BERSABDA



kata rinzz ""MEREKA GA JAGO""


EKWKEKWKWK",ketika ayam bersabda kata rinzz mereka ga jago ekwkekwkwk,ketika ayam bersabda kata rinzz mereka tidak jago ekwkekwkwk,ayam bersabda kata rinzz tidak jago ekwkekwkwk,ayam sabda kata rinzz tidak jago ekwkekwkwk,0,safe,non-cyberbullying,,0,0.5290237467018469
292,@galuhvold9603,"Team juara kali ini pasti onic ,. 
Rrq sudah tidak ada harapan karena pemain nya jelek semua 😅",team juara kali ini pasti onic rrq sudah tidak ada harapan karena pemain nya jelek semua,team juara kali ini pasti onic rrq sudah tidak ada harapan karena pemain ya jelek semua,team juara kali pasti onic rrq tidak harapan pemain jelek semua,team juara kali pasti onic rrq tidak harap main jelek semua,4,moderate_toxic,cyberbullying,jelek(personal:4),1,9.113636363636363
293,@Otim-e5o,"Jujur gua benci tim rrq 
Love onic",jujur gua benci tim rrq love onic,jujur saya benci tim rrq love onic,jujur benci tim rrq love onic,jujur benci tim rrq love onic,0,safe,non-cyberbullying,,0,0.5290237467018469
294,@dendennasruloh5251,Ngelepas yss si kacau,ngelepas yss si kacau,ngelepas yss si kalau,ngelepas yss si kalau,ngelepas yss si kalau,0,safe,non-cyberbullying,,0,0.5290237467018469
295,@HendrikPammase,"Ini rrq di bilang raja, nda lebih dari bahan latihan onic😢😂",ini rrq di bilang raja nda lebih dari bahan latihan onic,ini rrq di bilang raja nda lebih dari bahan latihan onic,rrq bilang raja nda lebih bahan latihan onic,rrq bilang raja nda lebih bahan latih onic,0,safe,non-cyberbullying,,0,0.5290237467018469
296,@Faadzan,Toyy miss ulti padahal moskov termasuk dari 4 Hero andalanku aku pun diejek gara-gara itu😢,toyy miss ulti padahal moskov termasuk dari hero andalanku aku pun diejek garagara itu,toyy miss ulti padahal moskov termasuk dari hero andalanku aku pun diejek garagara itu,toyy miss ulti padahal moskov termasuk hero andalanku aku diejek garagara,toyy miss ulti padahal moskov masuk hero andal aku ejek garagara,0,safe,non-cyberbullying,,0,0.5290237467018469
297,@Bang_muhid24,Gimana king ppq sama kingdom nya Masi aman kan😂,gimana king ppq sama kingdom nya masi aman kan,bagaimana king ppq sama kingdom ya masi aman akan,bagaimana king ppq sama kingdom masi aman,bagaimana king ppq sama kingdom mas aman,0,safe,non-cyberbullying,,0,0.5290237467018469
298,@rizkifadhillah6709,Duh yang kemaren gantiin Skylar di RRQ kek gini maennya😂,duh yang kemaren gantiin skylar di rrq kek gini maennya,duh yang kemaren gantiin skylar di rrq seperti gini maennya,duh kemaren gantiin skylar rrq gini maennya,duh kemaren gantiin skylar rrq gin maennya,0,safe,non-cyberbullying,,0,0.5290237467018469
299,@Saryzano,"10:30 sanz pencet purify, dyrenn jadi ulti ke lutpi... detail kecil yang lumayan bisa jadi titik perlawanan rrq ke onic🙊",sanz pencet purify dyrenn jadi ulti ke lutpi detail kecil yang lumayan bisa jadi titik perlawanan rrq ke onic,sanz pencet purify dyrenn jadi ulti ke lutpi detail kecil yang lumayan bisa jadi titik perlawanan rrq ke onic,sanz pencet purify dyrenn jadi ulti lutpi detail kecil lumayan jadi titik perlawanan rrq onic,sanz pencet purify dyrenn jadi ulti lutpi detail kecil lumayan jadi titik lawan rrq onic,0,safe,non-cyberbullying,,0,0.5290237467018469
300,@Suparman-d4h,"Pembuktian skaylar,season kemarin banyak yang bilang toy lebih jago. Dan sekarang keliatan siapa yang jago dan bisa gendong. 😜👆",pembuktian skaylarseason kemarin banyak yang bilang toy lebih jago dan sekarang keliatan siapa yang jago dan bisa gendong,pembuktian skaylarseason kemarin banyak yang bilang toy lebih jago dan sekarang keliatan siapa yang jago dan bisa gendong,pembuktian skaylarseason kemarin banyak bilang toy lebih jago sekarang keliatan siapa jago bisa gendong,bukti skaylarseason kemarin banyak bilang toy lebih jago sekarang liat siapa jago bisa gendong,0,safe,non-cyberbullying,,0,0.5290237467018469
301,@nano3-z6l,Rrq poke,rrq poke,rrq poke,rrq poke,rrq poke,3,moderate_toxic,non-cyberbullying,poke(gaming:3),0,0.5290237467018469
302,@dwiijoko6933,"RRQ Akan bangkit,walaupun Sanz Dan Skylar seperti itu,gue yakin Akan Ada titik balik buat rrq",rrq akan bangkitwalaupun sanz dan skylar seperti itugue yakin akan ada titik balik buat rrq,rrq akan bangkitwalaupun sanz dan skylar seperti itugue yakin akan ada titik balik buat rrq,rrq bangkitwalaupun sanz skylar itugue yakin ada titik balik buat rrq,rrq bangkitwalaupun sanz skylar itugue yakin ada titik balik buat rrq,0,safe,non-cyberbullying,,0,0.5290237467018469
303,@RafkaRadika-t2n,hdeh zuneshh😂,hdeh zuneshh,hdeh zuneshh,hdeh zuneshh,hdeh zuneshh,0,safe,non-cyberbullying,,0,0.5290237467018469
304,@IMadeJuliAdnyana,"Onic selain team kuat, mereka juga bisnis sampingan jualan wig",onic selain team kuat mereka juga bisnis sampingan jualan wig,onic selain team kuat mereka juga bisnis sampingan jualan wig,onic team kuat juga bisnis sampingan jualan wig,onic team kuat juga bisnis samping jual wig,0,safe,non-cyberbullying,,0,0.5290237467018469
305,@YoungBaba07,"Waktunya RRQ berbenah, dah gitu aja dari dulu😂",waktunya rrq berbenah dah gitu aja dari dulu,waktunya rrq berbenah sudah gitu saja dari dulu,waktunya rrq berbenah gitu dari dulu,waktu rrq benah gitu dari dulu,0,safe,non-cyberbullying,,0,0.5290237467018469
306,@samueliman10,🤪🤪🤪,,,,,0,safe,non-cyberbullying,,0,0.5290237467018469
307,@galuhddragon4107,day 1 belajar moskov,day belajar moskov,day belajar moskov,day belajar moskov,day ajar moskov,0,safe,non-cyberbullying,,0,0.5290237467018469
308,@VINNN_OFFICIAL,RRQ JADI AYAM DEPAN SKYLAR😂BIARKAN BRO MENGGORENG TEAM YANG MEMBUANG DIA DEMI MAINAN(TOY),rrq jadi ayam depan skylarbiarkan bro menggoreng team yang membuang dia demi mainantoy,rrq jadi ayam depan skylarbiarkan bro menggoreng team yang memang dia demi mainantoy,rrq jadi ayam depan skylarbiarkan bro menggoreng team memang demi mainantoy,rrq jadi ayam depan skylarbiarkan bro goreng team memang demi mainantoy,0,safe,non-cyberbullying,,0,0.5290237467018469
309,@VINNN_OFFICIAL,Dulu gw kingdom😂tpi stelah liat roaster rrq skrng kek POKE....POKEZCUTE BUANG EMAS DEMI MAINAN(TOY)😂😂,dulu gw kingdomtpi stelah liat roaster rrq skrng kek pokepokezcute buang emas demi mainantoy,dulu saya kingdomtpi stelah liat roaster rrq skrng seperti pokepokezcute buang emas demi mainantoy,dulu kingdomtpi stelah liat roaster rrq skrng pokepokezcute buang emas mainantoy,dulu kingdomtpi stelah liat roaster rrq skrng pokepokezcute buang emas mainantoy,0,safe,non-cyberbullying,,0,0.5290237467018469
310,@ardiansyah5501,"Tapi kyknya skylar di match sebelum²nya sebelum lawan rrq sengaja main biasa aja,gk mau nonjolin jatidiri diaa,biar mereka juga nganggapnya biasa aja dan bakal gampang,..tpi pas lawan rrq dikeluarin tuh power skill diaa ampe kena mental si team raja😂😂",tapi kyknya skylar di match sebelumnya sebelum lawan rrq sengaja main biasa ajagk mau nonjolin jatidiri diaabiar mereka juga nganggapnya biasa aja dan bakal gampangtpi pas lawan rrq dikeluarin tuh power skill diaa ampe kena mental si team raja,tapi kyknya skylar di match sebelumnya belum lawan rrq sengaja main bisa ajagk mau nonjolin jatidiri diaabiar mereka juga nganggapnya bisa saja dan bakal gampangtpi pas lawan rrq dikeluarin tuh power skill diaa sampai karena mental si team raja,kyknya skylar match sebelumnya lawan rrq sengaja main ajagk mau nonjolin jatidiri diaabiar juga nganggapnya saja bakal gampangtpi pas lawan rrq dikeluarin tuh power skill diaa karena mental si team raja,kyknya skylar match belum lawan rrq sengaja main ajagk mau nonjolin jatidiri diaabiar juga nganggapnya saja bakal gampangtpi pas lawan rrq dikeluarin tuh power skill diaa karena mental si team raja,0,safe,non-cyberbullying,,0,0.5290237467018469
311,@MAkmal-z2o,REQ MM NYA TOLOL,req mm nya tolol,req mm ya tolol,req mm tolol,req mm tolol,4,moderate_toxic,cyberbullying,tolol(personal:4),1,9.113636363636363
