id,original_comment,stemmed_comment,toxicity_score,severity_level,category,is_cyberbullying,sample_weight
473,Jual skayler beli ampas😜🫵,jual skayler beli ampas,4,moderate_toxic,cyberbullying,1,8.81304347826087
474,Udah ya raja rajaanya,ya raja rajaanya,0,safe,non-cyberbullying,0,0.5300732217573222
475,kairi kepencet emot😜👈🏻,kairi pencet emot,0,safe,non-cyberbullying,0,0.5300732217573222
476,Klo aja junggle nya hazle pasti gak bakal blunder mulu,kalau junggle hazle tidak bakal blunder mulu,0,safe,non-cyberbullying,0,0.5300732217573222
477,MLBB X agen ali,mlbb x agen ali,0,safe,non-cyberbullying,0,0.5300732217573222
478,RRQ emang gak se ambis Onic ya kalau dilihat-lihat. Atau emang RRQ mencoba peruntungan niruin Liquid id waktu mereka juara ?,rrq memang se ambis onic kalau dilihatlihat memang rrq coba untung niruin liquid id waktu juara,0,safe,non-cyberbullying,0,0.5300732217573222
479,Mana nih yg bilang toyy lebih jago dari sekylar,mana nih bilang toyy lebih jago sekylar,0,safe,non-cyberbullying,0,0.5300732217573222
480,"Enakan skylar 
Pas di onic klo di rrq wkwk tulang pungung aowkka",skylar pas onic kalau rrq wkwk tulang pungung aowkka,0,safe,non-cyberbullying,0,0.5300732217573222
481,Kocak hypr rrq,kocak hypr rrq,0,safe,non-cyberbullying,0,0.5300732217573222
482,"Wajarlah caster ga omongin ONIC lagi udah terlalu perfect timnya,ga ada  pembahasan lagi buat ONIC jadi buat para SONIC jgn ngaku fans ONIC kalo caster g ngomongin ONIC malah kesel. Justru caster tuh ngebahas tim yang lagi underperform atau tim yang lagi bermasalah. Jgn bikin malu SONIC dengan komen yang gajelas arahnya,bangga harusnya ONIC gajadi perbincangan caster.",wajar caster omongin onic sudah terlalu perfect timnyaga bahas buat onic jadi buat sonic jangan ngaku fans onic kalau caster g ngomongin onic malah kesel justru caster tuh ngebahas tim lagi underperform tim lagi masalah jangan bikin malu sonic komen gajelas arahnyabangga harus onic jadi bincang caster,0,safe,non-cyberbullying,0,0.5300732217573222
483,"Macam lawan anak"" 😂😂",macam lawan anak,0,safe,non-cyberbullying,0,0.5300732217573222
484,Kairi kepencet emot😂,kairi pencet emot,0,safe,non-cyberbullying,0,0.5300732217573222
485,rrQ menang nangis,rrq memang nang,0,safe,non-cyberbullying,0,0.5300732217573222
486,Pengkhianat!!!!,khianat,0,safe,non-cyberbullying,0,0.5300732217573222
487,TAMAN BERMAIN KING SANZ,taman main king sanz,0,safe,non-cyberbullying,0,0.5300732217573222
488,Coba paus di 26:40😅,coba paus,0,safe,non-cyberbullying,0,0.5300732217573222
489,Si Ap nangis di pojokan 😂😂,si ap nang pojok,0,safe,non-cyberbullying,0,0.5300732217573222
490,2 kali di takedown di base nya sendiri rinz 🗿,kali takedown base sendiri rinz,0,safe,non-cyberbullying,0,0.5300732217573222
491,Jungel RRQ gajelas wkakw,jungel rrq gajelas wkakw,0,safe,non-cyberbullying,0,0.5300732217573222
492,Kocak RRQ mau lok sekaylar ga bisa hahaahha,kocak rrq mau lok sekaylar bisa hahaahha,0,safe,non-cyberbullying,0,0.5300732217573222
493,"value skylar di onic mah bakal ketauan nnti pas lawan ph, klo lawan lokal udh jelas menang 4 sepuh onic emang monster",value skylar onic mah bakal tau pas lawan ph kalau lawan lokal jelas memang sepuh onic memang monster,0,safe,non-cyberbullying,0,0.5300732217573222
494,Srinz top midlane indo saat ini 🔥💪🏻,srinz top midlane indo ini,0,safe,non-cyberbullying,0,0.5300732217573222
495,"Ujin knp gak di mainin dah. Trs kenapa hazle gk di mainin, padahal lebih baik hazle dibanding jungler yg baru",ujin knp di mainin terus hazle di mainin padahal lebih baik hazle banding jungler baru,0,safe,non-cyberbullying,0,0.5300732217573222
496,"Ada jungler bagus malah g dipake,pantes terakhir juara s9,coachnya aja banyak ngomong",jungler bagus malah g dipakepantes akhir juara scoachnya banyak ngomong,0,safe,non-cyberbullying,0,0.5300732217573222
497,Mendingan albert aja di rrq,mending albert di rrq,0,safe,non-cyberbullying,0,0.5300732217573222
498,"No respect untuk RRQ, nampak sekali ngincar skylar.",no respect rrq nampak sekali ngincar skylar,0,safe,non-cyberbullying,0,0.5300732217573222
499,Bahagia itu PHILIPINA,bahagia philipina,0,safe,non-cyberbullying,0,0.5300732217573222
500,Mau onic menang mu lbh bnyk pialanya Tenang RRQ msh di hati. Ga tergiur sma Tim onic yg klas pemainnya bgus2,mau onic memang mu lbh bnyk piala tenang rrq msh hati giur sama tim onic klas main bgus,0,safe,non-cyberbullying,0,0.5300732217573222
501,Lim Kocul caster berat ke ppq😂,lim kocul caster berat ppq,0,safe,non-cyberbullying,0,0.5300732217573222
502,2:0 kkkkkkk  onic🎉🎉🎉🎉🎉🎉,kkkkkkk onic,0,safe,non-cyberbullying,0,0.5300732217573222
503,"kekalahan rrq itu ada pada diren dan idok yg bermain nafsu ,pada akhirnya rrq tumbang terus",kalah rrq ada diren idok main nafsu akhir rrq tumbang terus,0,safe,non-cyberbullying,0,0.5300732217573222
504,Onic   世界第一 🎉🎉🎉🎉,onic,0,safe,non-cyberbullying,0,0.5300732217573222
505,"Kasian sih kingdom lu tau ga rrq cuma nyari bisnis saja dari player sama hal nya kaya Dortmund di Jerman atau chelsea di Inggris orbitin atau beli pemain stengah mateng udah jadi ya di jual ini semua soal bisnis contoh Albert skylar sekarang onic membangun galacticos nya dulu galacticos pernah di buat evos dengan membeli atimage dan berhasil juara season 7 
Setelah skylar siapa lagi yg akan di jual",kasi sih kingdom kamu tahu rrq cuma nyari bisnis dari player sama kaya dortmund jerman chelsea inggris orbitin beli main stengah mateng jadi jual semua soal bisnis contoh albert skylar sekarang onic bangun galacticos ya dulu galacticos pernah di buat evos beli atimage hasil juara season skylar siapa yang di jual,0,safe,non-cyberbullying,0,0.5300732217573222
506,Skylar: akhirnya bisa ngerasain main ber5,skylar akhir ngerasain main ber,0,safe,non-cyberbullying,0,0.5300732217573222
507,Gunta ganti pemain terus setiap seson🗿,gunta main terus seson,0,safe,non-cyberbullying,0,0.5300732217573222
508,😜👆 mikir kids,mikir kids,0,safe,non-cyberbullying,0,0.5300732217573222
509,Kecewa lah ujin gak main. Tapi epic for ONIC. Wleeee ☝️😜,kecewa lah ujin main epic for onic wleeee,0,safe,non-cyberbullying,0,0.5300732217573222
510,caster pro rrq😂😂😂😂,caster pro rrq,0,safe,non-cyberbullying,0,0.5300732217573222
511,"Sebagai penggemar rrq dri jaman 02 sampai skrg udh pensi main ml karena udh berkeluarga, sehat2 dah RRQ ku , saya tetap mendukung mu",gemar rrq jaman skrg pensi main ml keluarga sehat sudah rrq aku tetap dukung mu,0,safe,non-cyberbullying,0,0.5300732217573222
512,udah bagus sutsujin malah di ganti zunesh,bagus sutsujin malah nanti zunesh,0,safe,non-cyberbullying,0,0.5300732217573222
513,Idok ngapain aja?,idok ngapain,0,safe,non-cyberbullying,0,0.5300732217573222
514,"Moment 23:30 "" cabut cabut cabut anak blonde""",moment cabut cabut cabut anak blonde,0,safe,non-cyberbullying,0,0.5300732217573222
515,5:30,,0,safe,non-cyberbullying,0,0.5300732217573222
516,Fans skyler meresahkan 😂😂😂 klo yg GG skyler lha kok dulu sama idok sutsujin rinz b aja?,fans skyler resah kalau gg skyler lha kok dulu sama idok sutsujin rinz b,0,safe,non-cyberbullying,0,0.5300732217573222
517,#rrq raja kalah mulu ini mah...😂😂😂😂,raja kalau mulu mah,0,safe,non-cyberbullying,0,0.5300732217573222
518,MINGGIR SEMUANYAA KASIH PIALA KE ONIC,minggir semuanyaa kasih piala onic,0,safe,non-cyberbullying,0,0.5300732217573222
519,casternya berat sebelah wkwk,casternya berat belah wkwk,0,safe,non-cyberbullying,0,0.5300732217573222
520,Tim RRQ udh pada totol semua pada maen.,tim rrq totol semua pada maen,0,safe,non-cyberbullying,0,0.5300732217573222
521,AURA COMEBACK PPQ? LUCU 😂,aura comeback ppq lucu,0,safe,non-cyberbullying,0,0.5300732217573222
522,Kingdom lagi nangis di pojokan,kingdom nang pojok,0,safe,non-cyberbullying,0,0.5300732217573222
523,aura kambek? lucu komentatornya,aura kambek lucu komentator,0,safe,non-cyberbullying,0,0.5300732217573222
524,Onic playernya monster semua,onic playernya monster semua,0,safe,non-cyberbullying,0,0.5300732217573222
525,Ganti gelar rrq jadi raja ompong wkwkwk,gelar rrq jadi raja ompong wkwkwk,0,safe,non-cyberbullying,0,0.5300732217573222
526,Jalan kaki,jalan kaki,0,safe,non-cyberbullying,0,0.5300732217573222
527,Wkwkkwkwk telor telor jual aj itu tim😂,wkwkkwkwk telor telor jual itu tim,0,safe,non-cyberbullying,0,0.5300732217573222
528,"aku suka skylar masuk onic, lbih teamwork dri RRQ yg selalu sombong mcm tahikkk, onic lbih tenAng",aku suka skylar masuk onic lbih teamwork rrq selalu sombong mcm tahikkk onic lbih tenang,0,safe,non-cyberbullying,0,0.5300732217573222
529,Rrq bot,rrq bot,3,moderate_toxic,non-cyberbullying,0,0.5300732217573222
530,Coba favian feat aeronshiki gak sih rrq,coba favian feat aeronshiki sih rrq,0,safe,non-cyberbullying,0,0.5300732217573222
531,Jungler rrq kaga bisa main 😂😂😂,jungler rrq kaga main,0,safe,non-cyberbullying,0,0.5300732217573222
532,Onic latihan di tayangin?,onic latih tayangin,0,safe,non-cyberbullying,0,0.5300732217573222
533,Onic latihan di tayangin?,onic latih tayangin,0,safe,non-cyberbullying,0,0.5300732217573222
534,Zutzujin masih bagus hasel gitu kan enk 2jangler yg hbat itu,zutzujin kasih bagus hasel gitu enk jangler hbat,0,safe,non-cyberbullying,0,0.5300732217573222
535,"Ini mah onic lagi yg juara,😂",mah onic yang juara,0,safe,non-cyberbullying,0,0.5300732217573222
536,ONIC KING WS🎉❤,onic king ws,0,safe,non-cyberbullying,0,0.5300732217573222
537,"Ganti tittle dong jangan raja dari segala raja, udah ga pantes",tittle dong jangan raja segala raja tidak pantes,0,safe,non-cyberbullying,0,0.5300732217573222
538,5:47 play off,play off,0,safe,non-cyberbullying,0,0.5300732217573222
539,perubahan anjai ererqi,ubah anja ererqi,0,safe,non-cyberbullying,0,0.5300732217573222
540,ppq ayam😂,ppq ayam,0,safe,non-cyberbullying,0,0.5300732217573222
541,Jungler roamnya makin blunder haha😅,jungler roamnya makin blunder haha,0,safe,non-cyberbullying,0,0.5300732217573222
542,haduh RRQ RRQ,haduh rrq rrq,0,safe,non-cyberbullying,0,0.5300732217573222
543,😜👆,,0,safe,non-cyberbullying,0,0.5300732217573222
544,Idok ngapain woi nafsu,idok ngapain woi nafsu,0,safe,non-cyberbullying,0,0.5300732217573222
545,gilakk sanz,gilakk sanz,0,safe,non-cyberbullying,0,0.5300732217573222
546,Udh tau udh kalah masih aja main lagi gg gg RRQ,tahu kalau kasih main gg gg rrq,0,safe,non-cyberbullying,0,0.5300732217573222
547,"𝐃𝐎𝐑𝐀𝟕𝟕, cuan terus!",cuan terus,0,safe,non-cyberbullying,0,0.5300732217573222
548,Jepe abis di 𝐃𝐎𝐑𝐀𝟕𝟕,jepe abis,0,safe,non-cyberbullying,0,0.5300732217573222
549,"𝐃𝐎𝐑𝐀𝟕𝟕, auto win terus!",auto win terus,0,safe,non-cyberbullying,0,0.5300732217573222
550,"𝐃𝐎𝐑𝐀𝟕𝟕 emang ga boong, menang terus!",memang boong memang terus,0,safe,non-cyberbullying,0,0.5300732217573222
551,Cuan ga pernah abis di 𝐃𝐎𝐑𝐀𝟕𝟕,cuan pernah abis,0,safe,non-cyberbullying,0,0.5300732217573222
552,"𝐃𝐎𝐑𝐀𝟕𝟕 the best, menang terus!",the best memang terus,0,safe,non-cyberbullying,0,0.5300732217573222
553,Pecah banget di 𝐃𝐎𝐑𝐀𝟕𝟕,pecah banget,0,safe,non-cyberbullying,0,0.5300732217573222
554,"𝐃𝐎𝐑𝐀𝟕𝟕, jepe mulu!",jepe mulu,0,safe,non-cyberbullying,0,0.5300732217573222
555,Huzle ngapain dipinjemkan ke malay,huzle ngapain dipinjemkan malay,0,safe,non-cyberbullying,0,0.5300732217573222
556,Huzle ngapain dipinjemkan ke malay,huzle ngapain dipinjemkan malay,0,safe,non-cyberbullying,0,0.5300732217573222
557,Masih mendingan huzle ga sih,kasih mending huzle sih,0,safe,non-cyberbullying,0,0.5300732217573222
558,Cuan lancar di 𝐃𝐎𝐑𝐀𝟕𝟕,cuan lancar,0,safe,non-cyberbullying,0,0.5300732217573222
559,Jepe ga berhenti di 𝐃𝐎𝐑𝐀𝟕𝟕,jepe henti,0,safe,non-cyberbullying,0,0.5300732217573222
560,"Depo dikit, jadi kaya di 𝐃𝐎𝐑𝐀𝟕𝟕",depo dikit jadi kaya,0,safe,non-cyberbullying,0,0.5300732217573222
561,"Jepe langsung, main di 𝐃𝐎𝐑𝐀𝟕𝟕",jepe langsung main,0,safe,non-cyberbullying,0,0.5300732217573222
562,Cuan lancar di 𝐃𝐎𝐑𝐀𝟕𝟕,cuan lancar,0,safe,non-cyberbullying,0,0.5300732217573222
563,"Kalah di game lain, menang terus di 𝐃𝐎𝐑𝐀𝟕𝟕",kalau game memang terus,0,safe,non-cyberbullying,0,0.5300732217573222
564,"𝐃𝐎𝐑𝐀𝟕𝟕, jackpot tiap hari",jackpot tiap hari,0,safe,non-cyberbullying,0,0.5300732217573222
565,Komentator kebanyakan prediksi jadi ga asik,komentator banyak prediksi jadi asik,0,safe,non-cyberbullying,0,0.5300732217573222
566,ayo dong mpl id global ban diterapin biar ga bosen nonton heronya itu itu mulu,ayo dong mpl id global ban diterapin biar bosen nonton hero itu mulu,0,safe,non-cyberbullying,0,0.5300732217573222
567,RRQ Kaya Ayam SD Yang Warna-Warni🎉🎉🎉,rrq kaya ayam sd warnawarni,0,safe,non-cyberbullying,0,0.5300732217573222
568,10:18 king zunesh 😂,king zunesh,0,safe,non-cyberbullying,0,0.5300732217573222
569,Zuness POKE,zuness poke,3,moderate_toxic,non-cyberbullying,0,0.5300732217573222
570,GENDENGGGG SANZZZZZ,gendengggg sanzzzzz,0,safe,non-cyberbullying,0,0.5300732217573222
571,PPQ mode karantina 3 kata lucu😜👆,ppq mode karantina kata lucu,0,safe,non-cyberbullying,0,0.5300732217573222
572,toy si tombak sumatra,toy si tombak sumatra,0,safe,non-cyberbullying,0,0.5300732217573222
573,"zunesh kalo kata gw mah main ayam aja kalo ga main abu, kocak",zunesh kalau kata mah main ayam kalau main abu kocak,0,safe,non-cyberbullying,0,0.5300732217573222
574,Terbuktikan raja gold lane sesungguhnya siapa? Bang LERR licin kaya lance harithnya good luck ONIC🎉,bukti raja gold lane sungguh siapa bang lerr licin kaya lance harithnya good luck onic,0,safe,non-cyberbullying,0,0.5300732217573222
575,Gila sanz 😂,gila sanz,0,safe,non-cyberbullying,0,0.5300732217573222
576,Di tutorin pharsa sama sanz😂😊,tutorin pharsa sama sanz,0,safe,non-cyberbullying,0,0.5300732217573222
577,Tombak taek,tombak taek,0,safe,non-cyberbullying,0,0.5300732217573222
578,Rrq lawak,rrq lawak,0,safe,non-cyberbullying,0,0.5300732217573222
579,ppq ketarketir,ppq ketarketir,0,safe,non-cyberbullying,0,0.5300732217573222
580,Mid nya jirr harusnya tadi vexana,mid jirr harus tadi vexana,0,safe,non-cyberbullying,0,0.5300732217573222
581,😜👆,,0,safe,non-cyberbullying,0,0.5300732217573222
582,rrq hopeless,rrq hopeless,0,safe,non-cyberbullying,0,0.5300732217573222
583,turunin lgi aja itu zuresn,turunin saja zuresn,0,safe,non-cyberbullying,0,0.5300732217573222
584,royal derbi kek lawan medioker wkwk,royal derbi lawan medioker wkwk,0,safe,non-cyberbullying,0,0.5300732217573222
585,09:11 kek publik main rank asal buka ulti😅,publik main rank asal bukan ulti,0,safe,non-cyberbullying,0,0.5300732217573222
586,"Rins 2x mati di base, gokil onic😂",rins x mati base gokil onic,5,moderate_toxic,cyberbullying,1,8.81304347826087
587,"Sdar ga si toyy bela""in pake emblem master asasin buat Skylar lawak",sdar si toyy bain pakai emblem master asasin buat skylar lawak,0,safe,non-cyberbullying,0,0.5300732217573222
588,Kairi puas bgt bantai bantai ppq 😂😂,kairi puas banget bantai bantai ppq,0,safe,non-cyberbullying,0,0.5300732217573222
589,😜👆,,0,safe,non-cyberbullying,0,0.5300732217573222
590,jungler mental tempe rrq,jungler mental tempe rrq,0,safe,non-cyberbullying,0,0.5300732217573222
591,Ngapain SC Sutzujin d ganti....,ngapain sc sutzujin d,0,safe,non-cyberbullying,0,0.5300732217573222
592,Onic iD 2 vs Rrq 0👆😜🤏Mvp-Sanz Coach Adi Coach Cw,onic id vs rrq mvpsanz coach jadi coach cw,0,safe,non-cyberbullying,0,0.5300732217573222
593,PA AP out PAk Ap out  kingdom ganti nama jd kongdom,pa ap out pak ap out kingdom nama jadi kongdom,0,safe,non-cyberbullying,0,0.5300732217573222
594,"8:48 personal banget😂 eh malah meninggoy,beda kelas emang😂😂",personal banget eh malah meninggoybeda kelas memang,0,safe,non-cyberbullying,0,0.5300732217573222
595,Bklan d bntai abis d playoff..,bukan d bntai abis d playoff,0,safe,non-cyberbullying,0,0.5300732217573222
596,Jungler ganti sutsujin aja,jungler sutsujin,0,safe,non-cyberbullying,0,0.5300732217573222
597,😝👆🏻,,0,safe,non-cyberbullying,0,0.5300732217573222
598,Jual imo beli sayap buat terbang,jual imo beli buat terbang,0,safe,non-cyberbullying,0,0.5300732217573222
599,Dyreen OUT. Gak Guna lagi,dyreen out guna,0,safe,non-cyberbullying,0,0.5300732217573222
600,Raja segala raja badut maksudnya😂,raja segala raja badut maksud,0,safe,non-cyberbullying,0,0.5300732217573222
601,Sang raja taek rrq rrq,sang raja taek rrq rrq,0,safe,non-cyberbullying,0,0.5300732217573222
602,"Setingan basah nih kayanya rq,, 
Basah keringat di ayamin terus,, 😢
Paraaaah genti jungler",ting basah nih kaya rq basah keringat ayamin terus paraaaah genti jungler,0,safe,non-cyberbullying,0,0.5300732217573222
603,Aura comeback koccak🤣,aura comeback koccak,0,safe,non-cyberbullying,0,0.5300732217573222
604,😜👆2-0 BOSS!,boss,0,safe,non-cyberbullying,0,0.5300732217573222
605,Rinz jelek kali mainnya pp,rinz jelek kali main pp,4,moderate_toxic,cyberbullying,1,8.81304347826087
606,"mage rrq tololl , kebanyakan bacot timing ultinya ga di pake",mage rrq tololl banyak bacot timing ultinya di pakai,2,minor_negative,non-cyberbullying,0,0.5300732217573222
607,"performa dyren kayak beda dri season kemarin, apakah gara² YTTA ajee",performa dyren beda season kemarin gara ytta ajee,0,safe,non-cyberbullying,0,0.5300732217573222
608,Lutpi dan skylar nge sarkas😂😂,lutpi skylar nge sarkas,0,safe,non-cyberbullying,0,0.5300732217573222
609,Skylar itu pemain berharga apalagi kalau di tempa/di gabung sama pemain lama/jago kaya Kairi & Sanz bisa sama-sama kuat & memperkuat kemampuan tinggal persaingan sehat aja di dalam team Onic siapa yang jago dyalah yang berhak bertahan tapi kalau jago kemudian masuk team jelek/yang bisa merusak kemampuan lebih baik mundur dari team karena sayang kemampuannya bisa hilang kaya Lemon yg di gantikan Clay dulu padahal dulu bukan salah lemon tapi salah teamnya yg belum berkembang & belum ada chemistry tapi justru Lemon ga main malah si Clay hahaha,skylar main harga kalau tempadi gabung sama main lamajago kaya kairi sanz samasama kuat kuat mampu tinggal saing sehat di team onic siapa jago dyalah hak tahan kalau jago kemudian masuk team jelekyang rusak mampu lebih baik mundur team saya mampu hilang kaya lemon di ganti clay dulu padahal dulu bukan salah lemon salah teamnya kembang belum ada chemistry justru lemon main malah si clay hahaha,0,safe,non-cyberbullying,0,0.5300732217573222
610,"sanz sangat personal didepan rinz, awokawok",sanz sangat personal depan rinz awokawok,0,safe,non-cyberbullying,0,0.5300732217573222
611,☝🏻😜,,0,safe,non-cyberbullying,0,0.5300732217573222
612,"Nice ler ,mana yang bacotin toy lebih jago daripada skayler wkwkw cuma Hiro dordor doang",nice ler mana bacotin toy lebih jago skayler wkwkw cuma hiro dordor orang,0,safe,non-cyberbullying,0,0.5300732217573222
613,Mulai tercium aura comeback ceunah😂,mulai cium aura comeback ceunah,0,safe,non-cyberbullying,0,0.5300732217573222
614,Wkwkwk di ayam ayam in skylar wkwkwk ppq kocak,wkwkwk ayam ayam in skylar wkwkwk ppq kocak,0,safe,non-cyberbullying,0,0.5300732217573222
615,Puas banget onic bantai²,puas banget onic bantai,0,safe,non-cyberbullying,0,0.5300732217573222
616,Caster nya fans rrq hahahahah kelihatn nya sedih hahaha,caster fans rrq hahahahah kelihatn sedih hahaha,0,safe,non-cyberbullying,0,0.5300732217573222
617,"semua caster kiblatnya ke RRQ😂
kongdom lucu semua anjir😂",semua caster kiblat rrq kongdom lucu semua anjir,1,minor_negative,non-cyberbullying,0,0.5300732217573222
618,Si zunesh main hayabusa di depan pawang nya? Kairi be like: mau di tutorin main haya gak dek? 😜👆,si zunesh main hayabusa depan pawang kairi be like mau tutorin main haya dek,0,safe,non-cyberbullying,0,0.5300732217573222
619,Kangen sanz recal²,kangen sanz recal,0,safe,non-cyberbullying,0,0.5300732217573222
620,23:47 AURA COMEBACK SUDAH TERCIUM 🎉,aura comeback cium,0,safe,non-cyberbullying,0,0.5300732217573222
621,Kacau sih jangler ny rrq.. 😅,kalau sih jangler ny rrq,0,safe,non-cyberbullying,0,0.5300732217573222
622,itu zunesh siapa si?ckck,zunesh siapa sickck,0,safe,non-cyberbullying,0,0.5300732217573222
623,RRQ dark sistem,rrq dark sistem,0,safe,non-cyberbullying,0,0.5300732217573222
624,badut badut hahahaha,badut badut hahahaha,0,safe,non-cyberbullying,0,0.5300732217573222
625,Ini ibaratnya dulu los galaticos mendatangkan messi waktu ronaldo cs lg jaya2nya 👑,ibarat dulu los galaticos datang messi waktu ronaldo cs jaya,0,safe,non-cyberbullying,0,0.5300732217573222
626,Gg skylar yuhu,gg skylar yuhu,0,safe,non-cyberbullying,0,0.5300732217573222
627,"RRQ beda cerita si kalo sutsujin di maenin. Jelas sutsujin salah satu jungler yg hampir bisa nyaingin kairi. Coba sutsujin di maenin mungkin ini match yg bakal lebih seru.. zunech jago, but.. terlalu nyoba agresif dan banyak blunder, di banding objektif zunech lebih ke mau mendominasi kairi.. beda sama sutsujin yg ga peduliin kairi, sutsujin lebih ke objektif tiap gameplay. Itulah kenapa onic lebih sulit ngadepin RRQ yg mainin sutsujin di banding zunech...


#GOM7_SONIC💛",rrq beda cerita si kalau sutsujin maenin jelas sutsujin salah satu jungler hampir nyaingin kairi coba sutsujin maenin mungkin match bakal lebih seru zunech jago but terlalu nyoba agresif banyak blunder banding objektif zunech lebih mau dominasi kairi beda sama sutsujin tidak peduliin kairi sutsujin lebih objektif tiap gameplay kenapa onic lebih sulit ngadepin rrq mainin sutsujin banding zunech,0,safe,non-cyberbullying,0,0.5300732217573222
628,"Keliatan banget ada masalah internal, duo aceh terlalu bucin, keknya masalahnya ada di rinz dan idok",liat banget masalah internal duo aceh terlalu bucin kek masalah di rinz idok,0,safe,non-cyberbullying,0,0.5300732217573222
629,ade adean jngn lwn abang abangan ya dek,ade adean jangan lwn abang abangan dek,0,safe,non-cyberbullying,0,0.5300732217573222
630,"2-0 Antara Sanz vs Rinz, Rinz bodoh kali kena kill ama Sanz dengan cara yg sama 🤣",sanz vs rinz rinz bodoh kali kill sama sanz cara sama,4,moderate_toxic,cyberbullying,1,8.81304347826087
631,sang raja dari segala raja tpi kok tumbang 2 0 HAHA,sang raja segala raja kok tumbang haha,0,safe,non-cyberbullying,0,0.5300732217573222
632,LAWAK LAWAK BADUT RRQ HAHAAH 😂 BUBARIN AJA TU TIM,lawak lawak badut rrq hahaah bubarin tu tim,0,safe,non-cyberbullying,0,0.5300732217573222
633,RRQ bubarin aja.,rrq bubarin,0,safe,non-cyberbullying,0,0.5300732217573222
634,Kata nya rinz di atas sanz tapi ko di recal2 di Depan base wkwkwkwkwkw rrq ayam 🐔 ajahhahahahahahaha😂😂😂😂,kata rinz atas sanz ko recal depan base wkwkwkwkwkw rrq ayam ajahhahahahahahaha,0,safe,non-cyberbullying,0,0.5300732217573222
635,"""Aroma comeback nya mulai tercium"", bruhh lawan rrq itu onic, kalo yg dilawan onic sekelas tim ph ngomong gitu ga masalah dah wkwkwk",aroma comeback mulai cium bruhh lawan rrq onic kalau lawan onic kelas tim ph ngomong gitu masalah wkwkwk,0,safe,non-cyberbullying,0,0.5300732217573222
636,Udah kelar main raja rajaanya 😅,kelar main raja rajaanya,0,safe,non-cyberbullying,0,0.5300732217573222
637,ONIC MASIH TETAP YANG TERBAIK 🎉,onic kasih tetap baik,0,safe,non-cyberbullying,0,0.5300732217573222
638,😜👆,,0,safe,non-cyberbullying,0,0.5300732217573222
639,C ap tolol jual skylarr pertahanin c toyy,c ap tolol jual skylarr pertahanin c toyy,4,moderate_toxic,cyberbullying,1,8.81304347826087
640,Aroma aroma comeback jhahaahah,aroma aroma comeback jhahaahah,0,safe,non-cyberbullying,0,0.5300732217573222
641,Si zunesh ini dk pernah maen MDL tiba tiba maen mpl .. Udah gitu maen dk ada perhitungan... Stop maenin zuned woy coach. . Tololnya  liat gameplay rrq skr....,si zunesh dk pernah maen mdl tiba tiba maen mpl gitu maen dk hitung stop maenin zuned woy coach tolol liat gameplay rrq skr,4,moderate_toxic,cyberbullying,1,8.81304347826087
642,"Ini si rinz kenapa dah posisi nya ketahuan Mulu,kek maen rank aja nit",si rinz sudah posisi tahu mulukek maen rank nit,0,safe,non-cyberbullying,0,0.5300732217573222
643,aura kambek kambek. iyain aja lah,aura kambek kambek iyain lah,0,safe,non-cyberbullying,0,0.5300732217573222
644,toyy main gak jelas banget. ganti aja toyy sama yg lain,toyy main jelas banget saja toyy sama lain,0,safe,non-cyberbullying,0,0.5300732217573222
645,#cuma bisa granger😂😂😂,granger,0,safe,non-cyberbullying,0,0.5300732217573222
646,Kalah sama tim ga jago 😂,kalau sama tim jago,0,safe,non-cyberbullying,0,0.5300732217573222
647,2 macth kairi GK ada mati 😂. Skyleeerrr cuman mati 1 😂 wkwkkwwk. Apa apaan ini 😅,macth kairi ada mati skyleeerrr cuma mati wkwkkwwk apa apa,10,extreme_cyberbullying,cyberbullying,1,8.81304347826087
648,Udah gua duga poster skrg onic udah kuat bangettt.,saya duga poster skrg onic kuat banget,0,safe,non-cyberbullying,0,0.5300732217573222
649,Caster berat sebelah jirrrr amit²,caster berat belah jirrrr amit,0,safe,non-cyberbullying,0,0.5300732217573222
650,26:35 mikir kidss😜,mikir kidss,0,safe,non-cyberbullying,0,0.5300732217573222
651,RRQ AYAMMMM,rrq ayammmm,0,safe,non-cyberbullying,0,0.5300732217573222
652,"toy idok dyren sutsujin mid cari yg lebih worit, 
setidaknya msih bisa bersaing",toy idok dyren sutsujin mid cari lebih worit msih saing,0,safe,non-cyberbullying,0,0.5300732217573222
653,Rrq 😂kesalahan nya tetep sama dari awal m1 lepas harit,rrq salah tetep sama awal m lepas harit,0,safe,non-cyberbullying,0,0.5300732217573222
654,Udah di nerf pake coach Adi loh wkwkwk,di nerf pakai coach jadi loh wkwkwk,0,safe,non-cyberbullying,0,0.5300732217573222
655,"""bau bau comeback nih"" kalo gua malu tuh :P",bau bau comeback nih kalau malu tuh p,0,safe,non-cyberbullying,0,0.5300732217573222
656,"Hhaaaa haaaa rrq Tumbang bos ,salah sendiri Skylar dijual di onic,mampus Lo rrq 😅😅😂😂😂😂",hhaaaa haaaa rrq tumbang bos salah sendiri skylar jual onicmampus kamu rrq,0,safe,non-cyberbullying,0,0.5300732217573222
657,Wkwkwk kai kai🤪👆,wkwkwk kai kai,0,safe,non-cyberbullying,0,0.5300732217573222
658,RRQ kyk badut skrng . LUCU,rrq kyk badut skrng lucu,0,safe,non-cyberbullying,0,0.5300732217573222
